"ADRESA","ADRESARAW","LOCALITATE","NUME"
"bulevardul unirii, bl. pttr 2, jud. ","B-DUL UNIRII, BL. PTTR 2, JUD. BUZĂU","BUZĂU","ŞEICARU DĂNUŢ"
"calea 13 septembrie nr. 95, bl. 85, parter, lot 2, sector 5","CALEA 13 SEPTEMBRIE NR. 95, BL. 85, PARTER, LOT 2, SECTOR 5","BUCUREŞTI","ŞEICARU ELENA-MIHAELA"
"strada alexandru sahia, nr. 2, bl. b5, sc.b, parter, ap.1","STR. ALEXANDRU SAHIA, NR. 2, BL. B5, SC.B, PARTER, AP.1","CĂLĂRAŞI","ŞERBAN ANGELICA VALENTINA"
"traian, nr.129","Traian, Nr.129","ORŞOVA","ŞERBAN ILIE"
"bulevardul dacia nr. 25, sector 1","B-DUL DACIA NR. 25, SECTOR 1","BUCUREŞTI","ŞERBAN MINOLA-ALEXANDRA"
"strada unirii, nr. 176, bl. b, parter, ap. 1","STR. UNIRII, NR. 176, BL. B, PARTER, AP. 1","BUZĂU","ŞERBĂNESCU CORINA-LUMINIŢA"
"strada doctor iacob felix, nr. 59, bl. a1, sc.a, et. 2, ap. 10, sector 1","BUCUREŞTI, STR. DOCTOR IACOB FELIX, NR. 59, BL. A1, SC.A, ET. 2, AP. 10, SECTOR 1","BUCUREŞTI","ŞERBĂNESCU CRISTIDE MARIA MAGDALENA SOFIA"
"strada avram iancu nr. 56, jud arad","str. Avram Iancu nr. 56, jud Arad","Pâncota","ŞEREDAN CIPRIAN-PAUL"
"strada liliacului, nr. 40","STR. LILIACULUI, NR. 40","PIATRA-NEAMŢ","ŞORIC CRISTINA"
"strada ion maiorescu nr. 3, bl 2-4, parter","STR. ION MAIORESCU NR. 3, BL 2-4, PARTER","CRAIOVA","ŞOROP ALEXANDRU-OLIVIU"
"strada negru vodă, nr. 117, sc.b","STR. NEGRU VODĂ, NR. 117, SC.B","CURTEA DE ARGES","ŞTEF DIANA-FLORINA"
"bulevardul 1 decembrie, nr. 15, et. 1, ap. 1","Bld. 1 Decembrie, nr. 15, et. 1, ap. 1","DEVA","ŞTEF OVIDIU-IOAN"
"tomis , nr.215, bl.ts, sc.b, ap.2","Tomis , Nr.215, Bl.TS, Sc.B, Ap.2","CONSTANTA","ŞTEFAN ELENA LAURA"
"bulevardul eroilor, nr.22, sectorul 5","B-dul Eroilor, Nr.22, Sectorul 5","BUCURESTI","ŞTEFAN ROSANA OLGA"
"strada unirii, bl.2, ap.3, jud. dolj","STR. Unirii, Bl.2, Ap.3, JUD. DOLJ","CRAIOVA","ŞTEFĂNESCU FLORIANA"
"cuza voda, nr.84","CUZA VODA, Nr.84","CORABIA","ŞTIRBU GALINA"
"piaţa iuliu maniu nr. 20","PIAŢA IULIU MANIU NR. 20","ALBA IULIA","ŞULEA IOANA-LUCIA"
"piaţa iuliu maniu, bl. p 1 a, parter, jud. alba","PIAŢA IULIU MANIU, BL. P 1 A, PARTER, JUD. ALBA","ALBA-IULIA","ŞULEA MIRCEA"
"piaţa iuliu maniu nr. 20","PIAŢA IULIU MANIU NR. 20","ALBA","ŞULEA RADU-MIRCEA"
"b- dul dimitrie cantemir, nr.23, bl.3, sc.a, ap.32-34 şi 50, sectorul 4","B- DUL DIMITRIE CANTEMIR, Nr.23, Bl.3, Sc.A, Ap.32-34 şi 50, Sectorul 4","BUCUREŞTI","ŞURUBARIU MONICA"
"strada petru maior, nr.49, jud. mureş","STR. PETRU MAIOR, Nr.49, JUD. MUREŞ","REGHIN","ŞUŞ MARIA"
"strada mircea cel bătrân nr. 6, ap. 1","STR. MIRCEA CEL BĂTRÂN NR. 6, AP. 1","TIMIŞOARA","ŞUTEU-STĂNCIUC CRISTINA"
"sat ghrmăneşti, strada islaz, bl.d5a, et.1, ap. 4, jud. ilfov","SAT GHRMĂNEŞTI, STR. ISLAZ, BL.D5A, ET.1, AP. 4, JUD. ILFOV","SNAGOV","ŞUŢĂ  ADRIANA"
"strada cuza vodă, nr. 3 bis","STR. CUZA VODĂ, NR. 3 BIS","FOCSANI","TANASE LUMINITA"
"al.lapusneanu , nr.159, bl.lt2, sc.b, ap.21","Al.Lapusneanu , Nr.159, Bl.LT2, Sc.B, Ap.21","CONSTANTA","TAŞU SILVIA"
"bulevardul decebal nr. 16, bl. s5, sc. c, et. 4, sp. 52, sectorul 3","BD. DECEBAL NR. 16, BL. S5, SC. C, ET. 4, SP. 52, Sectorul 3","BUCURESTI","TATOMIR GHEORGHE"
"calea vitan nr. 17a, etaj 1, sector 3","CALEA VITAN NR. 17A, ETAJ 1, SECTOR 3","BUCURESTI","TATOMIR-SUCIU CRISTINA-MARIA."
"calea lui traian, nr.29, bl.1, sc.a, ap.2","CALEA LUI TRAIAN, Nr.29, Bl.1, Sc.A, Ap.2","CĂLIMĂNEŞTI","TATU ION"
"calea dorobanţilor, nr.250, ap.6, sectorul 1","Calea Dorobanţilor, Nr.250, Ap.6, Sectorul 1","BUCURESTI","TĂBĂRANA SANDINA"
"strada barbu văcărescu nr. 53, demisol si parter, sector 2","STR. BARBU VĂCĂRESCU NR. 53, DEMISOL SI PARTER, SECTOR 2","BUCURESTI","TĂBĂRAŞ MANUELA"
"piaţa vodă nr. 5","PIAŢA ROMAN VODĂ NR. 5","ROMAN","TĂNASE ADRIAN ALIN"
"strada avram iancu nr. 7a, sector 2","STR. AVRAM IANCU NR. 7A, SECTOR 2","BUCUREŞTI","TĂNASE CRISTINA"
"strada vasile gherghel nr. 113, parter, ap. 1, sector 1","STR. VASILE GHERGHEL NR. 113, PARTER, AP. 1, SECTOR 1","BUCUREŞTI","TĂNASE IONELA-CORINA"
"tineretului, nr.11","Tineretului, Nr.11","ROMAN","TĂNASE LUMINIŢA"
"soseaua mihai bravu, nr. 187, sector 2","ŞOS. MIHAI BRAVU, NR. 187, SECTOR 2","BUCURESTI","TĂNASE ORTANSA DANIELA"
"regiment 11 siret, nr.43 bis","REGIMENT 11 SIRET, Nr.43 bis","GALATI","TĂNASE SONIA"
"bulevardul griviţei nr. 80, sc. d, ap. 1","B-DUL GRIVIŢEI NR. 80, SC. D, AP. 1","BRAŞOV","TĂNASIE ANTONIA-IOANA"
"bulevardul unirii nr. 45, bl. e3, tronson iv, parter şi mezanin, sector 3","B-DUL UNIRII NR. 45, BL. E3, TRONSON IV, PARTER ŞI MEZANIN, SECTOR 3","BUCUREŞTI","TĂRĂCILĂ CAMELIA-ELENA"
"bulevardul unirii nr. 45, bl. e3, tronson iv, parter şi mezanin, sector 3","B-DUL UNIRII NR. 45, BL. E3, TRONSON IV, PARTER ŞI MEZANIN, SECTOR 3","BUCUREŞTI","TĂRĂCILĂ IONUŢ-BOGDAN"
"grigore alexandrescu, nr.39, sectorul 1","Grigore Alexandrescu, Nr.39, Sectorul 1","BUCURESTI","TĂTARU DAN SORIN"
"nicolae titulescu, bl.h1, sc.1, ap.4","Nicolae Titulescu, Bl.H1, Sc.1, Ap.4","CRAIOVA","TELEA CONSTANTINA DIANA"
"strada horea nr. 28-30, ap. 6, jud. cluj","STR. HOREA NR. 28-30, AP. 6, JUD. CLUJ","CLUJ-NAPOCA","TELEKI ZSOLT-ATTILA"
"20 decembrie 1989, nr.20","20 DECEMBRIE 1989, Nr.20","LUGOJ","TELEMAN VIOLANDA"
"petru rares, nr.7, bl.7, ap.1, jud. botoşani","PETRU RARES, Nr.7, Bl.7, Ap.1, JUD. BOTOŞANI","DOROHOI","TEODORESCU DORINA"
"strada teilor nr. 5","STR. TEILOR NR. 5","ALBA IULIA","TEODORESCU ELENA"
"strada calistrat hogaş, bl. b13, sc. a, ap. 3 şi ap. 4","STR. CALISTRAT HOGAŞ, BL. B13, SC. A, AP. 3 ŞI AP. 4","TÎRGU NEAMŢ","TEODORESCU MIHAELA"
"strada drumul taberei nr. 20, bl. c2, sc. c, parter, ap. 73-74, sector 6 ","BUCUREŞTI, STR. DRUMUL TABEREI NR. 20, BL. C2, SC. C, PARTER, AP. 73-74, SECTOR 6 ","BUCUREŞTI","TERZEA-MATEI CRISTINA-MARIA"
"strada mihai bravu nr. 65a","STR. MIHAI BRAVU NR. 65A","MIZIL","TERZEA-MATEI TIBERIU"
"republicii, nr.65, jud. alba","REPUBLICII, Nr.65, JUD. ALBA","BLAJ","TERZI  DUMITRU-CONSTANTIN"
"strada turda nr. 114, bl. 35, sc. a, parter, ap. 2, sector 1","STR. TURDA NR. 114, BL. 35, SC. A, PARTER, AP. 2, SECTOR 1","BUCUREŞTI","TIHOC-BUSTAN ALEXANDRA"
"aleea tineretului, nr.2, bl.c 1, sc.a, ap.3","ALEEA TINERETULUI, Nr.2, Bl.C 1, Sc.A, Ap.3","BORSA","TIMIŞ CARMEN"
"matei basarab, nr.60, bl.l108, sc.b, ap.23, sectorul 3","MATEI BASARAB, Nr.60, Bl.L108, Sc.B, Ap.23, Sectorul 3","BUCURESTI","TIMIŞ MARIANA ADRIANA"
"matei basarab, nr.60, bl.l108, sc.b, ap.23, sectorul 3","MATEI BASARAB, Nr.60, Bl.L108, Sc.B, Ap.23, Sectorul 3","BUCURESTI","TIMIŞ MARIANA ADRIANA"
"piaţa unirii, nr. 5, jud. mureş","PIAŢA UNIRII, NR. 5, JUD. MUREŞ","TÂRGU MUREŞ","TINCA ILEANA-EUGENIA"
"strada ploieşti nr. 1, ap. 3","STR. PLOIEŞTI NR. 1, AP. 3","CLUJ-NAPOCA","TIŞE CAMELIA-VERONICA"
"strada bugariu, nr. 10/c, ap. 2, jud. arad","STR. BUGARIU, NR. 10/C, AP. 2, JUD. ARAD","LIPOVA","TOADE CONSTANTIN"
"alea florilor nr. 2, bl. h, ap. 6, parter","ALEA FLORILOR NR. 2, BL. H, AP. 6, PARTER","SLATINA","TOBESCU CAMELIA-MIHAELA"
"strada mihai eminescu nr.12, bl. 12c, sc. 1, ap. 1","STR. MIHAI EMINESCU Nr.12, BL. 12C, SC. 1, AP. 1","CARACAL","TOBESCU ECATERINA"
" strada horea, nr.34"," STR. HOREA, NR.34","BEIUŞ","TOCOIAN IOSIF"
" strada dunării, nr.218, bl.patria, sc.a, ap.2"," STR.Dunării, Nr.218, Bl.Patria, Sc.A, Ap.2","ALEXANDRIA","TODIREANU MAGDALENA"
"bulevardul general vasile milea, nr.41, ap.1","BLD. GEN. VASILE MILEA, Nr.41, Ap.1","ARAD","TODOR DAN"
"strada călăraşilor nr. 16, ap. 1","STR. CĂLĂRAŞILOR NR. 16, AP. 1","TÎRGU MUREŞ","TODORAN BOGDAN"
"strada banatului nr. 9, jud. ","STR. BANATULUI NR. 9, JUD. SIBIU","SIBIU","TOLCIU MARIANA-IONELA"
"strada banatului, nr. 9, jud. ","STR. BANATULUI, NR. 9, JUD. SIBIU","SIBIU","TOLCIU TUDOR-FLAVIU"
"strada unirii, bl. r3, parter","STR. UNIRII, BL. R3, PARTER","CERNAVODĂ","TOMA ANICA"
"independenţei, nr.10, bl.ip10, sc.b, ap.14","INDEPENDENŢEI, Nr.10, Bl.IP10, Sc.B, Ap.14","MEDGIDIA","TOMA ANICA"
"bulevardul petre ţuţea, nr. 33, bl. 919, tronson 2, parter","B-DUL PETRE ŢUŢEA, NR. 33, BL. 919, TRONSON 2, PARTER","IASI ","TOMA IOAN"
"strada muncii, nr. 146","STR. MUNCII, NR. 146","SÂNTANA","TOMA OANA-ADINA"
"strada gheorghe doja nr. 96a, et. 1","STR. GHEORGHE DOJA NR. 96A, ET. 1","PLOIEŞTI","TOMESCU ALICE-CRISTINA"
"bulevardul burebista nr.3, bl. d16, sc. 4, parter, ap. 108, sectorul 3","BLD. BUREBISTA  Nr.3, BL.  D16, SC. 4, PARTER, AP. 108, Sectorul 3","BUCURESTI","TOMESCU ILEANA"
"m.kogalniceanu, nr.14","M.KOGALNICEANU, Nr.14","CRAIOVA","TOMIŢĂ DANA EUGENIA"
"calea moşilor, nr. 219, sc.a, et.1, ap. 3,sector 2","CALEA MOŞILOR, NR. 219, SC.A, ET.1, AP. 3,SECTOR 2","BUCUREŞTI","TONCA LUCIA"
"calea moşilor nr. 219, bl. 25a, sc. a, et. 1, ap. 3 sector 2","CALEA MOŞILOR NR. 219, BL. 25A, SC. A, ET. 1, AP. 3 SECTOR 2","BUCUREŞTI","TONCA LUCIA"
"a.i,cuza, nr.19, bl.patria, sc.b, ap.!","A.I,CUZA, Nr.19, Bl.PATRIA, Sc.B, Ap.!","CRAIOVA","TONE FLORIAN"
"sf.lazar, nr.39-41, bl. 5-6, sc. b, parter, ap. 3, jud. iaşiparter","Sf.LAZAR, Nr.39-41, BL. 5-6, SC. B, PARTER, AP. 3, JUD. IAŞIPARTER","IASI","TOPALĂ  MELANIA  MIHAELA"
"strada mihai eminescu nr. 5, ap. 6","STR. MIHAI EMINESCU NR. 5, AP. 6","TIMIŞOARA","TOPALĂ  RITA"
"piaţa ţepeş vodă nr. 1","PIAŢA ŢEPEŞ VODĂ NR. 1","TIMISOARA","TOPALĂ ELENA"
"strada cetăţii, nr.6, jud. harghita","STR. CETĂŢII, Nr.6, JUD. HARGHITA","MIERCUREA CIUC","TORNAI ENIKO"
"bulevardul d.golescu, nr.23-25, sc.4, ap.5, sectorul 1","B-DUL D.GOLESCU, Nr.23-25, Sc.4, Ap.5, Sectorul 1","BUCURESTI","TOTIS ANDREIA MURA"
"strada dezrobirii, nr. 145, bl. iv23,sc. a, ap. 3, parter","STR. DEZROBIRII, NR. 145, BL. IV23,SC. A, AP. 3, PARTER","CONSTANŢA","TRĂISTARU ADRIANA"
"soseaua nicolae titulescu, nr. 10, bl. 20, sc. c, et.1, ap. 128, sector 1","ŞOS. NICOLAE TITULESCU, NR. 10, BL. 20, SC. C, ET.1, AP. 128, SECTOR 1","BUCUREŞTI","TRESTIANU VIORICA"
"bulevardul regina elisabeta nr. 23, sc. a, et. 2, ap. 23-24, sector 5","BD. REGINA ELISABETA NR. 23, SC. A, ET. 2, AP. 23-24, SECTOR 5","BUCUREŞTI","TRICĂ  CONSTANŢA CLAUDIA"
"strada nicolae iorga nr. 1","STR. NICOLAE IORGA NR. 1","BÂRLAD","TRIF VIRGIL"
"strada libertăţii nr. 1b","STR. LIBERTĂŢII NR. 1B","CÂMPENI","TRIFA ANCUŢA-ROXANDA"
"strada franceză nr. 2 - 4, et. 2, sector 3","STR. FRANCEZĂ NR. 2 - 4, ET. 2, SECTOR 3","BUCUREŞTI","TRIFOI DORU-CRIN"
"d-bul alexandru lăpuşneanu, nr. 111, bl. a l 1, sc. 4, parter, jud. ","D-BUL ALEXANDRU LĂPUŞNEANU, NR. 111, BL. A L 1, SC. 4, PARTER, JUD. CONSTANŢA","CONSTANŢA","TRIFU EUGENIA"
"pţa charles de gaulle, nr. 2 colţ cu calea dorobanţi, nr. 258, et. 1, ap. 2, sector 1","PŢA CHARLES DE GAULLE, NR. 2 COLŢ CU CALEA DOROBANŢI, NR. 258, ET. 1, AP. 2, SECTOR 1","BUCUREŞTI","TROFIN SILVANA BRÎNDUŞA"
"piaţa charles de gaulle , nr.2, et.1, ap. 2,sector 1","PIAŢA CHARLES DE GAULLE , NR.2, ET.1, AP. 2,SECTOR 1","BUCUREŞTI","TROFIN SILVANA BRÎNDUŞA"
"strada c.a.rosetti nr. 14, bl. scala, sc. b, et. 3, ap. 38, sector 1","STR. C.A.ROSETTI NR. 14, BL. SCALA, SC. B, ET. 3, AP. 38, SECTOR 1","BUCUREŞTI","TROPCEA MIHAELA-CARMEN"
"strada mihai eminescu nr. 24","STR. MIHAI EMINESCU NR. 24","SLATINA","TRUICĂ VALENTIN"
"horia, nr.5","HORIA, Nr.5","SLATINA","TRUICĂ VALERIU"
"strada tandafiilor,nr. 56, parter, unitatea nr. 43","STR. TANDAFIILOR,NR. 56, PARTER, UNITATEA NR. 43"," BĂILE HERCULANE","TRUŢI DOREL-GRIGORE"
"strada trandafirilor, nr. 56, parter, unitatea nr. 43","STR. TRANDAFIRILOR, NR. 56, PARTER, UNITATEA NR. 43","BĂILE HERCULANE","TRUŢI DOREL-GRIGORE"
"bulevardul i c brătianu, bl. d1, parter","B-DUL I C BRĂTIANU, BL. D1, PARTER","TÂRGOVIŞTE","TUDOR LUCIAN-DORU"
"dinicu golescu, nr.30, sectorul 1","DINICU GOLESCU, Nr.30, Sectorul 1","BUCURESTI","TUDOR MARIA-AMALIA"
"strada cuza vodă, bl. 17, ap. 11","STR. CUZA VODĂ, BL. 17, AP. 11","ROMAN","TUDOR SORIN"
"strada slt. erou călin cătălin, nr. 3, et. 1, ap. 7","STR. SLT. EROU CĂLIN CĂTĂLIN, NR. 3, ET. 1, AP. 7","PLOIEŞTI","TUDOSE IOANA-ADRIANA"
"strada flamurei, nr. 5, bl. k 13, parter, jud. prahovei","PLOIEŞTI, STR. FLAMUREI, NR. 5, BL. K 13, PARTER, JUD. PRAHOVEI","PLOIEŞTI","TUDOSE MARIA"
"strada fratii golesti, nr.20b","STR. FRATII GOLESTI, Nr.20B","CÂMPULUNG","TULUCA FILOFTEIA"
"p-ţa mihail kogălniceanu, nr.8, bl. central, ap.1, sector 5","P-ŢA MIHAIL KOGĂLNICEANU, NR.8, BL. CENTRAl, ap.1, sector 5","BUCURESTI","TURTURICĂ ALINA EUGENIA"
"strada tudor vladimirescu bl. 153a, ap. 1, parter","STR. TUDOR VLADIMIRESCU BL. 153A, AP. 1, PARTER","TÂRGOVIŞTE","TURZA ALEXANDRA-LELIA"
"republicii, bl.4","Republicii, Bl.4","MARASESTI","TUTOVEANU MARIANA"
"nr. 265","RECAŞ, NR. 265","RECAŞ","ŢĂRAN CĂTĂLINA-RODICA"
"strada nicolae bălcescu, bl. a, sc. 2, parter","STR. NICOLAE BĂLCESCU, BL. A, SC. 2, PARTER","TOPLIŢA","ŢĂRAN VASILE"
"strada cuza voda, bl.6a, sc.c1,sc. b, ap. 24, parter","STR. CUZA VODA, Bl.6A, Sc.C1,SC. B, Ap. 24, PARTER","BOTOŞANI","ŢĂRANU ANA"
"strada parcul traian, nr. 23","STR. PARCUL TRAIAN, NR. 23","ORADEA","ŢENŢ CRISTINA-VOICHIŢA"
" strada miraslau, nr.9, bl.t2-1, sc.1, ap.9"," Str.Miraslau, Nr.9, Bl.T2-1, Sc.1, Ap.9","POPESTI LEORDENI","ŢEROVAN MARIA-MAGDALENA"
" strada pompieri, nr.5bis"," STR. POMPIERI, Nr.5BIS","LEHLIU GARĂ","ŢIGĂNILĂ NICULAE"
"grivita rosie, nr.4","GRIVITA ROSIE, Nr.4","CORABIA","ŢINTĂ GHEORGHE"
"strada blajului, nr. 4","STR. BLAJULUI, NR. 4","ARAD","ŢOLE  MARIA NICOLETA"
"bl. 412/c, parter, ap. 10","BL. 412/C, PARTER, AP. 10","ZIMANDU NOU","ŢOLE  MARIA NICOLETA"
"strada dunării, nr.9, bl. 45, ap. 2","STR. DUNĂRII, NR.9, BL. 45, AP. 2","INEU","ŢOLE EULALIA-DALIANA"
"strada crişan, nr. 14","STR. CRIŞAN, NR. 14","GURAHONŢ","ŢOLE EULALIA-DALIANA"
"bl. 412/c parter, ap. 10","BL. 412/C PARTER, AP. 10","ZIMANDU NOU","ŢOLE EULALIA-DALIANA"
"bulevardul victoriei, bl. c1-2, parter","B-DUL VICTORIEI, BL. C1-2, PARTER","SEBIŞ","ŢOLE NICOLAE"
"strada crişan, nr. 14","STR. CRIŞAN, NR. 14","GURAHONT","ŢOLE NICOLAE"
"strada bucureşti, nr. 139,bl. a38,parter","STR. BUCUREŞTI, NR. 139,BL. A38,PARTER","CĂLĂRAŞI","ŢUŢUIANU DANA- CRISTINA"
"bulevardul decebal, nr.17, bl.s16, sc.4, ap.74, sectorul 3","b-dul Decebal, Nr.17, Bl.S16, Sc.4, Ap.74, Sectorul 3","BUCURESTI","UIDUMAC DANIELA"
"strada episcopiei nr. 14","STR. EPISCOPIEI NR. 14","GIURGIU","UJENIUC MARILENA"
"strada portului, nr. 14","STR. PORTULUI, NR. 14","GIURGIU","UJENIUC-BARBU  MĂDĂLINA ANCA"
"strada oituz nr. 35","STR. OITUZ NR. 35","BACAU","UMBRĂRESCU RALUCA"
"strada oituz nr.35","STR. Oituz Nr.35","BACĂU","UMBRĂRESCU ŞTEFAN SORIN"
"iuliu maniu, nr.59, jud. braşov","IULIU MANIU, Nr.59, JUD. BRAŞOV","BRASOV","UNGUREANU OLIMPIA"
"strada 22 decembrie, bl. c8, parter","STR. 22 DECEMBRIE, BL. C8, PARTER","VIŞEU DE SUS","URDA MARIA"
"strada justiţiei nr. 2a","STR. JUSTIŢIEI NR. 2A","SIGHISOARA","URIAN MARCEL-COSMIN"
"strada justiţiei, nr.2a","STR. JUSTIŢIEI, Nr.2A","SIGHISOARA","URIAN MARILENA"
"brailei, nr.1, bl.i, sc.4, ap.2","BRAILEI, Nr.1, Bl.I, Sc.4, Ap.2","GALATI","URS FLOAREA"
"strada cuza voda , nr.126","STR. CUZA VODA , NR.126","TÂRGU FRUMOS","URZICEANU LEONARD ROBERT"
"strada siderurgiştilor nr. 31, bl. sd 5a2, parter","STR. SIDERURGIŞTILOR NR. 31, BL. SD 5A2, PARTER","GALAŢI","UŞURELU CATHERIN-ALICE"
"nr. 419","NR. 419","DOLHASCA","UŢA DAN"
"bulevardul traian, nr. 6, et. 1, jud. maramureş","B-DUL TRAIAN, NR. 6, ET. 1, JUD. MARAMUREŞ","BAIA MARE","VÂCLA CRISTINA-MARIA"
"bulevardul republicii, nr. 53","B-DUL REPUBLICII, NR. 53","BISTRITA","VAIDA MARSINETA"
"calea dorobanţilor, nr. 25, ap. 12","CALEA DOROBANŢILOR, NR. 25, AP. 12","CLUJ","VALENCIUC DANA-CLAUDIA"
"strada nikolai gogol, nr. 1 a, et., ap. 4, sector 1","STR. NIKOLAI GOGOL, NR. 1 A, ET., AP. 4, SECTOR 1","BUCUREŞTI","VALMAR IOANA"
"cugir, strada i.l. caragiale, nr. 1, jud. alba","CUGIR, STR. I.L. CARAGIALE, NR. 1, JUD. ALBA"," CUGIR","VALUCH FRANCISC"
"piaţa ştefan cel mare nr. 19","PIAŢA ŞTEFAN CEL MARE NR. 19","Cluj-Napoca","VANCEA DIANA"
"soseaua sălaj, nr. 1-3, bl. 128 b, et. 1, ap. 4-5, sector 5","ŞOS. SĂLAJ, NR. 1-3, BL. 128 B, ET. 1, AP. 4-5, SECTOR 5","BUCURESTI","VARGA CARMEN"
"calea călăraşilor , nr.40a, jud. ","CALEA CĂLĂRAŞILOR , Nr.40A, JUD. BRĂILA","BRĂILA","VARGA VASILE"
"nr. 647","NR. 647","LUNCA DE JOS","VARGHA LILLA"
"cetatii, nr.1","CETATII, Nr.1","MIERCUREA CIUC","VARGHA ŞTEFAN"
"strada mihai viteazu nr. 5, sc. c, parter","STR. MIHAI VITEAZU NR. 5, SC. C, PARTER","BACĂU","VASILACHE MIHAELA ŞTEFANIA"
"strada cerbuluibl. e, sc. 2, ap. 17, jud. harghita","STR. CERBULUIBL. E, SC. 2, AP. 17, JUD. HARGHITA","TOPLIŢA","VASILACHE TAMARA"
"strada 1848,nr.13, bl.6, sc.b, ap. 6","STR. 1848,NR.13, BL.6, SC.B, AP. 6","TULCEA","VASILE VASILICA-VALENTINA"
"bulevardul unirii (nord), bl. 17e, ap. 1, jud. ","B-DUL UNIRII (NORD), BL. 17E, AP. 1, JUD. BUZĂU","BUZĂU","VASILE VICTOR"
"strada lizeanu, nr. 1-3, sector 2","STR. LIZEANU, NR. 1-3, SECTOR 2","BUCURESTI","VASILESCU BOGDAN"
"soseaua mihai bravu, nr.180, bl.221, sc. 1, parter, ap. 2, sectorul 2","ŞOS.MIHAI BRAVU, NR.180, BL.221, SC. 1, PARTER, Ap. 2, Sectorul 2","BUCURESTI","VASILESCU GAVRILĂ"
"strada libertăţii, nr. 2-4, sc. d, ap. 4, jud. cluj","STR. LIBERTĂŢII, NR. 2-4, SC. D, AP. 4, JUD. CLUJ","TURDA","VASILESCU ILEANA"
"republicii, nr.15, jud. cluj","Republicii, Nr.15, JUD. CLUJ","TURDA","VASILESCU ILEANA"
"strada poporului, nr. 50, bl.p5, ap. 3, jud. constanţa","STR. POPORULUI, NR. 50, BL.P5, AP. 3, JUD. CONSTANŢA","MEDGIDIA","VASILIEV DANIEL ŞTEFAN"
"strada decebal, nr. 47-49","STR. DECEBAL, NR. 47-49","MEDGIDIA","VASILIEV ELENA- DIAMANTA"
"strada mihai eminescu nr. 28","STR. MIHAI EMINESCU NR. 28","VATRA DORNEI","VASILUŢ NICULINA"
"strada victoriei, nr. 48, parter, bloc anl, jud. prahova","STR. VICTORIEI, NR. 48, PARTER, BLOC ANL, JUD. PRAHOVA","AZUGA","VASIU MARIANA"
"strada tudor vladimirescu, bl. 17 b, sc. d, parter, ap. 4","STR. TUDOR VLADIMIRESCU, BL. 17 B, SC. D, PARTER, AP. 4","HAŢEG","VASIU MIHAELA-CAMELIA"
"bulevardul mihai eminescu nr. 63, jud. ","BLD. MIHAI EMINESCU NR. 63, JUD. BOTOŞANI","BOTOŞANI","VATAVU ANA-MARIA"
"strada republicii, nr. 3-5","STR. REPUBLICII, NR. 3-5","ORADEA","VĂLEAN MIHAELA CODRUŢA"
"bolyai farkas, nr.17/a","BOLYAI FARKAS, Nr.17/A","TÂRGU MUREŞ","VĂLUŞESCU OTILIA-LIGIA"
"strada alexandru vlahuţă nr. 21,bl. 146, sc. d, ap. 4","STR. ALEXANDRU VLAHUŢĂ NR. 21,BL. 146, SC. D, AP. 4","BRAŞOV","VELICAN VIORELA"
"strada 20 decembrie 1989, nr. 11,parter","STR. 20 DECEMBRIE 1989, NR. 11,PARTER","LUGOJ","VELICĂ CRISTINA-LACRAMIOARA"
"strada 20 decembrie 1989, nr. 16, ap. 1","STR. 20 DECEMBRIE 1989, NR. 16, AP. 1","LUGOJ","VELICĂ CRISTINA-LACRAMIOARA"
"strada alexandru papiu ilarian nr. 3, jud. ","STR. ALEXANDRU PAPIU ILARIAN NR. 3, JUD. SIBIU","SIBIU","VELICIU SANDA-VETURIA"
"calea dorobanţilor nr. 188-190, parter, ap. 2, sector 1","CALEA DOROBANŢILOR NR. 188-190, PARTER, AP. 2, SECTOR 1","BUCUREŞTI","VELICU VLAD"
"bulevardul decebal (aleea neptun), bl. 36, sc. a, ap. 2","B-DUL DECEBAL (ALEEA NEPTUN), BL. 36, SC. A, AP. 2","DEVA","VEREŞ ELENA"
"strada sfântu sava gotu, nr. 10,jud. buzpu","STR. SFÂNTU SAVA GOTU, NR. 10,JUD. BUZPU","BUZĂU","VERGU MIHAELA-ECATERINA"
"strada cuza vodă, nr. 1, jud. ","STR. CUZA VODĂ, NR. 1, JUD. BUZĂU","BUZĂU","VERGU ŞTEFAN"
"piaţa 22 decembrie nr. 7, sc. a, parter, ap. 7e","PIAŢA 22 DECEMBRIE NR. 7, SC. A, PARTER, AP. 7E","PIATRA NEAMŢ","VERNICA IRINA-ELENA"
"general eral v.milea, bl.9, ap.66, jud. ","G-RAL V.MILEA, Bl.9, Ap.66, JUD. SIBIU","SIBIU","VEŞTEMEAN LILIANA"
"principala, nr.600","Principala, Nr.600","IVESTI","VIDER ANA-LOREDANA"
"calea dorobanţilor, nr. 10, et.1, ap. 8, sector 1","CALEA DOROBANŢILOR, NR. 10, ET.1, AP. 8, SECTOR 1","BUCURESTI","VIDICAN IOANA LAMBRINA"
"strada paul chinezu, nr.4, ap. 5, jud. timiş","STR. PAUL CHINEZU, NR.4, AP. 5, JUD. TIMIŞ","TIMIŞOARA","VIDU DANIELA SIMONA"
"strada petru rares, bl. 274, sc. d, parter","STR. PETRU RARES, Bl. 274, SC. D, PARTER","VASLUI","VIERU CORNELIA"
